"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"2209","Core","Mobile","i5-6267U","Launched",3,2015,"14 nm","$304.00 ",2,4,2900,8.31776616671934,"SmartCache","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2226","Core","Mobile","i7-6500U","Launched",3,2015,"14 nm","$393.00 ",2,4,2500,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2227","Core","Mobile","i7-6560U","Announced",3,2015,"14 nm","N/A",2,4,2200,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2228","Core","Mobile","i7-6567U","Announced",3,2015,"14 nm","N/A",2,4,3300,8.31776616671934,"SmartCache","64-bit",28,32,"DDR4-2133, LPDDR3 - 1866, DDR3L-1600",2,34.1
"2229","Core","Mobile","i7-6600U","Launched",3,2015,"14 nm","$393.00 ",2,4,2600,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2230","Core","Mobile","i7-6650U","Launched",3,2015,"14 nm","$415.00 ",2,4,2200,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2232","Core","Mobile","i7-6700HQ","Launched",3,2015,"14 nm","$378.00 ",4,8,2600,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2240","Core","Mobile","i7-6820HK","Launched",3,2015,"14 nm","$378.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2241","Core","Mobile","i7-6820HQ","Launched",3,2015,"14 nm","$378.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2244","Core","Mobile","i7-6920HQ","Launched",3,2015,"14 nm","$568.00 ",4,8,2900,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2246","Core","Mobile","i5-6260U","Launched",3,2015,"14 nm","$304.00 ",2,4,1800,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2247","Core","Mobile","i5-6200U","Launched",3,2015,"14 nm","$281.00 ",2,4,2300,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2248","Core","Mobile","i5-6300U","Launched",3,2015,"14 nm","$281.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2249","Core","Mobile","i5-6300HQ","Launched",3,2015,"14 nm","$250.00 ",4,4,2300,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2251","Core","Mobile","i5-6360U","Launched",3,2015,"14 nm","$304.00 ",2,4,2000,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2253","Core","Mobile","i5-6440HQ","Launched",3,2015,"14 nm","$250.00 ",4,4,2600,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2270","Core","Mobile","i3-6167U","Launched",3,2015,"14 nm","$304.00 ",2,4,2700,8.03008409426756,"SmartCache","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2273","Core","Mobile","i3-6100U","Launched",3,2015,"14 nm","$281.00 ",2,4,2300,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2274","Core","Mobile","i3-6100H","Launched",3,2015,"14 nm","$225.00 ",2,4,2700,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2279","Core","Mobile","M5-6Y54","Launched",3,2015,"14 nm","$281.00 ",2,4,1100,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"2280","Core","Mobile","M5-6Y57","Launched",3,2015,"14 nm","$281.00 ",2,4,1100,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"2281","Core","Mobile","M7-6Y75","Launched",3,2015,"14 nm","$393.00 ",2,4,1200,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"1824","Pentium","Desktop","G4400T","Launched",3,2015,"14 nm","$64.00 ",2,2,2900,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"1825","Pentium","Desktop","G4400","Launched",3,2015,"14 nm","$64.00 ",2,2,3300,8.03008409426756,"SmartCache","64-bit",54,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"1827","Pentium","Desktop","G4520","Launched",3,2015,"14 nm","$86.00 - $93.00",2,2,3600,8.03008409426756,"SmartCache","64-bit",51,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"1828","Pentium","Desktop","G4500","Launched",3,2015,"14 nm","$75.00 - $82.00",2,2,3500,8.03008409426756,"SmartCache","64-bit",51,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"1829","Pentium","Desktop","G4500T","Launched",3,2015,"14 nm","$75.00 ",2,2,3000,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"14","Pentium","Mobile","4405U","Launched",3,2015,"14 nm","$161.00 ",2,4,2100,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-1866/2133, LPDDR3-1600/1866",2,34.1
"27","Pentium","Mobile","4405Y","Launched",3,2015,"14 nm","$161.00 ",2,4,1500,7.6246189861594,"SmartCache","64-bit",6,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"882","Xeon","Mobile","E3-1505MV5","Launched",3,2015,"14 nm","$434.00 ",4,8,2800,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"885","Xeon","Mobile","E3-1535MV5","Launched",3,2015,"14 nm","$623.00 ",4,8,2900,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"571","Atom","Mobile","x3-C3235RK","Launched",4,2015,"28 nm","N/A",4,4,2900,6.93147180559945,"Standard","64-bit",45,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"377","Celeron","Desktop","G3900","Launched",4,2015,"14 nm","$42.00 ",2,2,2800,7.6246189861594,"SmartCache","64-bit",51,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"378","Celeron","Desktop","G3900T","Launched",4,2015,"14 nm","N/A",2,2,2600,7.6246189861594,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"381","Celeron","Desktop","G3920","Launched",4,2015,"14 nm","$52.00 ",2,2,2900,7.6246189861594,"SmartCache","64-bit",51,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"380","Celeron","Embedded","G3900TE","Launched",4,2015,"14 nm","$42.00 ",2,2,2300,7.6246189861594,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"418","Celeron","Mobile","3855U","Launched",4,2015,"14 nm","$107.00 ",2,2,1600,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-1866/2133, LPDDR3-1600/1866, DDR3L-1333/1600",2,34.1
"419","Celeron","Mobile","3955U","Launched",4,2015,"14 nm","$107.00 ",2,2,2000,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-1866/2133, LPDDR3-1600/1866, DDR3L-1333/1600",2,34.1
"2207","Core","Desktop","i3-6098P","Launched",4,2015,"14 nm","$117.00 ",2,4,3600,8.03008409426756,"Standard","64-bit",54,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2257","Core","Desktop","i5-6402P","Launched",4,2015,"14 nm","$182.00 - $187.00",4,4,2800,8.72323127482751,"Standard","64-bit",65,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2235","Core","Embedded","i7-6700TE","Launched",4,2015,"14 nm","$303.00 ",4,8,2400,9.01091334727929,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2239","Core","Embedded","i7-6820EQ","Launched",4,2015,"14 nm","$378.00 ",4,8,2800,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2242","Core","Embedded","i7-6822EQ","Launched",4,2015,"14 nm","$378.00 ",4,8,2000,9.01091334727929,"SmartCache","64-bit",25,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2252","Core","Embedded","i5-6442EQ","Launched",4,2015,"14 nm","$250.00 ",4,4,1900,8.72323127482751,"SmartCache","64-bit",25,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2254","Core","Embedded","i5-6440EQ","Launched",4,2015,"14 nm","$250.00 ",4,4,2700,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2258","Core","Embedded","i5-6500TE","Launched",4,2015,"14 nm","$192.00 ",4,4,2300,8.72323127482751,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2267","Core","Embedded","i3-6100TE","Launched",4,2015,"14 nm","$117.00 ",2,4,2700,8.31776616671934,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2272","Core","Embedded","i3-6102E","Launched",4,2015,"14 nm","$225.00 ",2,4,1900,8.03008409426756,"SmartCache","64-bit",25,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2277","Core","Embedded","i3-6100E","Launched",4,2015,"14 nm","$225.00 ",2,4,2700,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"1823","Pentium","Embedded","G4400TE","Launched",4,2015,"14 nm","$64.00 ",2,2,2400,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"1271","Pentium","Server","D1507","Launched",4,2015,"14 nm","$103.00 ",2,2,1200,8.03008409426756,"Standard","64-bit",20,128,"DDR4, DDR3",2,25.6
"1810","Pentium","Server","D1508","Launched",4,2015,"14 nm","$129.00 ",2,4,2200,8.03008409426756,"Standard","64-bit",25,128,"DDR4, DDR3",2,25.6
"1811","Pentium","Server","D1509","Launched",4,2015,"14 nm","$156.00 ",2,2,1500,8.03008409426756,"Standard","64-bit",19,128,"DDR4, DDR3",2,25.6
"1812","Pentium","Server","D1517","Launched",4,2015,"14 nm","$194.00 ",4,8,1600,8.72323127482751,"Standard","64-bit",25,128,"DDR4, DDR3",2,25.6
"878","Xeon","Embedded","E3-1268LV5","Launched",4,2015,"14 nm","$377.00 ",4,8,2400,9.01091334727929,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"883","Xeon","Embedded","E3-1505LV5","Launched",4,2015,"14 nm","$433.00 ",4,8,2000,9.01091334727929,"SmartCache","64-bit",25,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"674","Xeon","Server","E3-1220V5","Launched",4,2015,"14 nm","$193.00 - $203.00",4,4,3000,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"871","Xeon","Server","E3-1225V5","Launched",4,2015,"14 nm","$213.00 - $224.00",4,4,3300,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"872","Xeon","Server","E3-1230V5","Launched",4,2015,"14 nm","$250.00 - $261.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"873","Xeon","Server","E3-1240V5","Launched",4,2015,"14 nm","$272.00 - $282.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"874","Xeon","Server","E3-1235LV5","Launched",4,2015,"14 nm","$250.00 ",4,4,2000,9.01091334727929,"SmartCache","64-bit",25,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"875","Xeon","Server","E3-1240LV5","Launched",4,2015,"14 nm","$278.00 ",4,8,2100,9.01091334727929,"SmartCache","64-bit",25,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"876","Xeon","Server","E3-1245V5","Launched",4,2015,"14 nm","$284.00 - $294.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"877","Xeon","Server","E3-1260LV5","Launched",4,2015,"14 nm","$294.00 ",4,8,2900,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"879","Xeon","Server","E3-1270V5","Launched",4,2015,"14 nm","$328.00 - $339.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"880","Xeon","Server","E3-1275V5","Launched",4,2015,"14 nm","$339.00 - $350.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"881","Xeon","Server","E3-1280V5","Launched",4,2015,"14 nm","$612.00 ",4,8,3700,9.01091334727929,"SmartCache","64-bit",80,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"946","Xeon","Server","D-1518","Launched",4,2015,"14 nm","$234.00 ",4,8,2200,8.72323127482751,"Standard","64-bit",35,128,"DDR4, DDR3",2,25.6
"948","Xeon","Server","D-1521","Launched",4,2015,"14 nm","$199.00 ",4,8,2400,8.72323127482751,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"950","Xeon","Server","D-1527","Launched",4,2015,"14 nm","$259.00 ",4,8,2200,8.72323127482751,"Standard","64-bit",35,128,"DDR4, DDR3",2,25.6
"951","Xeon","Server","D-1528","Launched",4,2015,"14 nm","$389.00 ",6,12,1900,9.12869638293567,"Standard","64-bit",35,128,"DDR4, DDR3",2,25.6
"953","Xeon","Server","D-1531","Launched",4,2015,"14 nm","$348.00 ",6,12,2200,9.12869638293567,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"955","Xeon","Server","D-1537","Launched",4,2015,"14 nm","$571.00 ",8,16,1700,9.41637845538745,"Standard","64-bit",35,128,"DDR4, DDR3",2,25.6
"958","Xeon","Server","D-1541","Launched",4,2015,"14 nm","$581.00 ",8,16,2100,9.41637845538745,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"960","Xeon","Server","D-1548","Launched",4,2015,"14 nm","$675.00 ",8,16,2000,9.41637845538745,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"576","Atom","Embedded","E8000","Launched",1,2016,"14 nm","$39.00 ",4,4,1040,7.6246189861594,"Standard","64-bit",5,8,"DDR3L-1600",2,25.6
"488","Atom","Mobile","x7-Z8750","Launched",1,2016,"14 nm","$37.00 ",4,4,1600,7.6246189861594,"Standard","64-bit",15,8,"LPDDR3 1600",2,25.6
"578","Atom","Mobile","x5-Z8330","Launched",1,2016,"14 nm","N/A",4,4,1440,7.6246189861594,"L2","64-bit",15,2,"DDR3L-RS 1600",1,12.8
"579","Atom","Mobile","x5-Z8350","Launched",1,2016,"14 nm","$21.00 ",4,4,1440,7.6246189861594,"Standard","64-bit",15,2,"DDR3L-RS 1600",1,12.8
"581","Atom","Mobile","x5-Z8550","Launched",1,2016,"14 nm","$27.00 ",4,4,1440,7.6246189861594,"Standard","64-bit",15,8,"LPDDR3 1600",2,25.6
"391","Celeron","Desktop","J3060","Launched",1,2016,"14 nm","$107.00 ",2,2,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"392","Celeron","Desktop","J3160","Launched",1,2016,"14 nm","N/A",4,4,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"379","Celeron","Embedded","G3900E","Launched",1,2016,"14 nm","$107.00 ",2,2,2400,7.6246189861594,"SmartCache","64-bit",35,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"382","Celeron","Embedded","G3902E","Launched",1,2016,"14 nm","$107.00 ",2,2,1600,7.6246189861594,"SmartCache","64-bit",25,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"409","Celeron","Mobile","N3160","Launched",1,2016,"14 nm","$107.00 ",4,4,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"411","Celeron","Mobile","N3060","Launched",1,2016,"14 nm","$107.00 ",2,2,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"413","Celeron","Mobile","N3010","Launched",1,2016,"14 nm","$107.00 ",2,2,1040,7.6246189861594,"L2","64-bit",4,8,"DDR3L-1600",2,25.6
"2231","Core","Mobile","i7-6660U","Launched",1,2016,"14 nm","$415.00 ",2,4,2400,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2233","Core","Mobile","i7-6770HQ","Launched",1,2016,"14 nm","$434.00 ",4,8,2600,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2243","Core","Mobile","i7-6870HQ","Launched",1,2016,"14 nm","$434.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2245","Core","Mobile","i7-6970HQ","Launched",1,2016,"14 nm","$623.00 ",4,8,2800,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2250","Core","Mobile","i5-6350HQ","Launched",1,2016,"14 nm","$306.00 ",4,4,2300,8.72323127482751,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"19","Pentium","Desktop","J3710","Launched",1,2016,"14 nm","N/A",4,4,1600,7.6246189861594,"L2","64-bit",6.5,8,"DDR3L-1600",2,25.6
"15","Pentium","Mobile","N3710","Launched",1,2016,"14 nm","$161.00 ",4,4,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"92","Pentium","Mobile","A1020","Launched",1,2016,"22 nm","$86.00 ",4,4,2410,7.6246189861594,"L2","64-bit",10,8,"DDR3L 1333",2,21.3
"685","Xeon","Embedded","E5-2608LV4","Launched",1,2016,"14 nm","$363.00 ",8,16,1600,9.92720407915344,"SmartCache","64-bit",50,1576.96,"DDR4 1600/1866",4,59.7
"687","Xeon","Embedded","E5-2618LV4","Launched",1,2016,"14 nm","$779.00 ",10,20,2200,10.1503476304677,"SmartCache","64-bit",75,1576.96,"DDR4 1600/1866/2133",4,68.3
"690","Xeon","Embedded","E5-2628LV4","Launched",1,2016,"14 nm","$1,364.00 ",12,24,1900,10.3326691872616,"SmartCache","64-bit",75,1576.96,"DDR4 1600/1866/2133",4,68.3
"696","Xeon","Embedded","E5-2648LV4","Launched",1,2016,"14 nm","$1,544.00 ",14,28,1800,10.4868198670889,"SmartCache","64-bit",75,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"701","Xeon","Embedded","E5-2658V4","Launched",1,2016,"14 nm","$1,832.00 ",14,28,2300,10.4868198670889,"SmartCache","64-bit",105,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"884","Xeon","Mobile","E3-1515MV5","Launched",1,2016,"14 nm","$489.00 ",4,8,2800,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"886","Xeon","Mobile","E3-1545MV5","Launched",1,2016,"14 nm","$679.00 ",4,8,2900,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"889","Xeon","Mobile","E3-1575MV5","Launched",1,2016,"14 nm","$1,207.00 ",4,8,3000,9.01091334727929,"SmartCache","64-bit",45,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"684","Xeon","Server","E5-2603V4","Launched",1,2016,"14 nm","$213.00 ",6,6,1700,9.63952200670166,"SmartCache","64-bit",85,1576.96,"DDR4 1600/1866",4,59.7
"686","Xeon","Server","E5-2609V4","Launched",1,2016,"14 nm","$306.00 - $310.00",8,8,1700,9.92720407915344,"SmartCache","64-bit",85,1576.96,"DDR4 1600/1866",4,59.7
"688","Xeon","Server","E5-2620V4","Launched",1,2016,"14 nm","$417.00 - $422.00",8,16,2100,9.92720407915344,"SmartCache","64-bit",85,1576.96,"DDR4 1600/1866/2133",4,68.3
"689","Xeon","Server","E5-2623V4","Launched",1,2016,"14 nm","$444.00 ",4,8,2600,9.2340568985935,"SmartCache","64-bit",85,1576.96,"DDR4 1600/1866/2133",4,68.3
"691","Xeon","Server","E5-2630LV4","Launched",1,2016,"14 nm","$612.00 ",10,20,1800,10.1503476304677,"SmartCache","64-bit",55,1576.96,"DDR4 1600/1866/2133",4,68.3
"692","Xeon","Server","E5-2630V4","Launched",1,2016,"14 nm","$667.00 - $671.00",10,20,2200,10.1503476304677,"SmartCache","64-bit",85,1576.96,"DDR4 1600/1866/2133",4,68.3
"693","Xeon","Server","E5-2637V4","Launched",1,2016,"14 nm","$996.00 ",4,8,3500,9.63952200670166,"SmartCache","64-bit",135,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"694","Xeon","Server","E5-2640V4","Launched",1,2016,"14 nm","$939.00 ",10,20,2400,10.1503476304677,"SmartCache","64-bit",90,1576.96,"DDR4 1600/1866/2133",4,68.3
"695","Xeon","Server","E5-2643V4","Launched",1,2016,"14 nm","$1,552.00 ",6,12,3400,9.92720407915344,"SmartCache","64-bit",135,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"697","Xeon","Server","E5-2650LV4","Launched",1,2016,"14 nm","$1,329.00 ",14,28,1700,10.4868198670889,"SmartCache","64-bit",65,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"698","Xeon","Server","E5-2650V4","Launched",1,2016,"14 nm","$1166.00 - $1171.00",12,24,2200,10.3326691872616,"SmartCache","64-bit",105,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"699","Xeon","Server","E5-2660V4","Launched",1,2016,"14 nm","$1,445.00 ",14,28,2000,10.4868198670889,"Standard","64-bit",105,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"700","Xeon","Server","E5-2667V4","Launched",1,2016,"14 nm","$2,057.00 ",8,16,3200,10.1503476304677,"SmartCache","64-bit",135,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"702","Xeon","Server","E5-2680V4","Launched",1,2016,"14 nm","$1745.00 - $1749.00",14,28,2400,10.4868198670889,"SmartCache","64-bit",120,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"703","Xeon","Server","E5-2683V4","Launched",1,2016,"14 nm","$1,846.00 ",16,32,2100,10.6203512597134,"SmartCache","64-bit",120,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"704","Xeon","Server","E5-2687WV4","Launched",1,2016,"14 nm","$2141.00 - $2145.00",12,24,3000,10.3326691872616,"SmartCache","64-bit",160,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"705","Xeon","Server","E5-2690V4","Launched",1,2016,"14 nm","$2090.00 - $2094.00",14,28,2600,10.4868198670889,"SmartCache","64-bit",135,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"706","Xeon","Server","E5-2695V4","Launched",1,2016,"14 nm","$2424.00 - $2428.00",18,36,2100,10.7381342953698,"SmartCache","64-bit",120,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"707","Xeon","Server","E5-2697AV4","Launched",1,2016,"14 nm","$2,891.00 ",16,32,2600,10.6203512597134,"SmartCache","64-bit",145,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"708","Xeon","Server","E5-2697V4","Launched",1,2016,"14 nm","$2,702.00 ",18,36,2300,10.7381342953698,"SmartCache","64-bit",145,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"709","Xeon","Server","E5-2698V4","Launched",1,2016,"14 nm","$3,226.00 ",20,40,2200,10.8434948110276,"SmartCache","64-bit",135,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"711","Xeon","Server","E5-2699V4","Launched",1,2016,"14 nm","$4,115.00 ",22,44,2200,10.9388049908319,"SmartCache","64-bit",145,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"962","Xeon","Server","D-1557","Launched",1,2016,"14 nm","$844.00 ",12,24,1500,9.82184356349562,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"963","Xeon","Server","D-1567","Launched",1,2016,"14 nm","$1,299.00 ",12,24,2100,9.82184356349562,"Standard","64-bit",65,128,"DDR4, DDR3",2,25.6
"965","Xeon","Server","D-1571","Launched",1,2016,"14 nm","$1,222.00 ",16,32,1300,10.1095256359474,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"966","Xeon","Server","D-1577","Launched",1,2016,"14 nm","$1,477.00 ",16,32,1300,10.1095256359474,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"454","Core","Desktop","i7-6800K","Launched",2,2016,"14 nm","$434.00 - $441.00",6,12,3400,9.63952200670166,"Standard","64-bit",140,128,"DDR4 2400/2133",4,68
"455","Core","Desktop","i7-6850K","Launched",2,2016,"14 nm","$617.00 - $628.00",6,12,3600,9.63952200670166,"Standard","64-bit",140,128,"DDR4 2400/2133",4,68
"456","Core","Desktop","i7-6900K","Launched",2,2016,"14 nm","$1089.00 - $1109.00",8,16,3200,9.92720407915344,"Standard","64-bit",140,128,"DDR4 2400/2133",4,68
"457","Core","Desktop","i7-6950X","Launched",2,2016,"14 nm","$1723.00 - $1743.00",10,20,3000,10.1503476304677,"Standard","64-bit",140,128,"DDR4 2400/2133",4,68
"2238","Core","Desktop","i7-6785R","End of Life",2,2016,"14 nm","N/A",4,8,3300,9.01091334727929,"Standard","64-bit",65,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2261","Core","Desktop","i5-6585R","End of Life",2,2016,"14 nm","N/A",4,4,2800,8.72323127482751,"Standard","64-bit",65,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
"2264","Core","Desktop","i5-6685R","End of Life",2,2016,"14 nm","N/A",4,4,3200,8.72323127482751,"Standard","64-bit",65,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1
